Dataset,Model,MAE,RMSE,MAPE_pct,R_squared,n_predictions,n_countries_modeled
Life Expectancy,Naive,0.5428421794240196,1.4983706580114573,0.9950072085904257,0.9797307506496135,11684,217
Life Expectancy,Holt,0.5449094842597121,1.7460163723965147,1.038508485659018,0.9724770000571445,11684,217
Life Expectancy,AutoReg,9.007870487289065,461.0532241466774,21.990198489901363,-1918.1162043171835,11684,217
