country_name,country_code,wb_region,feature_year,target_year,actual_gdp_next_year,pred_ols,pred_ridge,pred_elastic_net,pred_random_forest,pred_xgboost,spec,split
China,CHN,East Asia & Pacific,2021,2022,12970.6056,13395.7198,13364.398084041672,13371.484792739388,14520.75607164266,14020.087,Model 1,test
China,CHN,East Asia & Pacific,2022,2023,12951.1782,13483.186,13452.305199760263,13459.396513893806,14799.102549430554,14181.632,Model 1,test
Cote d'Ivoire,CIV,Sub-Saharan Africa ,2018,2019,2141.7684,2211.9714,2196.8487829129435,2198.0210049853267,2448.1806618284413,2161.7375,Model 1,test
Cote d'Ivoire,CIV,Sub-Saharan Africa ,2019,2020,2179.7293,2225.5585,2210.972073436479,2212.1238005895607,2471.925915164308,2254.196,Model 1,test
Cote d'Ivoire,CIV,Sub-Saharan Africa ,2020,2021,2455.9813,2263.3554,2248.179095675915,2249.370172789905,2496.4485864532444,2252.1255,Model 1,test
Cote d'Ivoire,CIV,Sub-Saharan Africa ,2021,2022,2333.3713,2544.7939,2527.4309336509573,2528.763744925109,2377.3309211540695,2585.628,Model 1,test
Cote d'Ivoire,CIV,Sub-Saharan Africa ,2022,2023,2591.9659,2427.7116,2413.3566459096387,2414.5315709262513,2409.5123994296596,2412.226,Model 1,test
Cameroon,CMR,Sub-Saharan Africa ,2018,2019,1555.2266,1687.641,1678.6625960754798,1679.451061556399,1645.996980962392,1535.8683,Model 1,test
Cameroon,CMR,Sub-Saharan Africa ,2019,2020,1555.6037,1632.6334,1624.5394131507296,1625.2814666319052,1741.8756602736585,1592.9858,Model 1,test
Cameroon,CMR,Sub-Saharan Africa ,2020,2021,1672.3266,1632.8654,1624.688695133379,1625.4395499297975,1757.6772128678538,1609.0964,Model 1,test
Cameroon,CMR,Sub-Saharan Africa ,2021,2022,1604.8773,1750.4498,1740.797686089556,1741.6414243424365,1733.9653431342574,1654.1904,Model 1,test
Cameroon,CMR,Sub-Saharan Africa ,2022,2023,1720.4751,1686.5226,1678.7593262299065,1679.5036560040498,1735.0714942408492,1574.4247,Model 1,test
"Congo, Rep.",COG,Sub-Saharan Africa ,2018,2019,2488.4247,2822.8317,2817.356082339524,2817.6113430060145,2903.6955603434862,2844.408,Model 1,test
"Congo, Rep.",COG,Sub-Saharan Africa ,2019,2020,1993.5867,2602.775,2595.6332513965685,2596.0033776374444,2498.1784716398347,2553.5227,Model 1,test
"Congo, Rep.",COG,Sub-Saharan Africa ,2020,2021,2516.1626,2100.9667,2097.6429850924765,2097.863162776016,1992.5973129582237,2065.574,Model 1,test
"Congo, Rep.",COG,Sub-Saharan Africa ,2021,2022,2620.838,2637.6633,2632.082236015941,2632.3811220835937,2622.401730751788,2615.0203,Model 1,test
"Congo, Rep.",COG,Sub-Saharan Africa ,2022,2023,2477.9785,2750.401,2745.8317728228812,2746.0744767260994,2682.6277616348516,2721.8086,Model 1,test
Colombia,COL,Latin America & Caribbean ,2018,2019,6472.5454,7191.304,7205.667053741585,7205.819392937691,7527.373195578607,7665.578,Model 1,test
Colombia,COL,Latin America & Caribbean ,2019,2020,5339.6871,6838.6091,6853.670228436739,6853.787584602241,7293.962253207564,6883.5137,Model 1,test
Colombia,COL,Latin America & Caribbean ,2020,2021,6222.6216,5635.8357,5642.019325799424,5642.550900007119,6088.879220154189,5952.88,Model 1,test
Colombia,COL,Latin America & Caribbean ,2021,2022,6680.4451,6514.2395,6510.565939355114,6511.65809574141,6680.263898901496,6429.432,Model 1,test
Colombia,COL,Latin America & Caribbean ,2022,2023,7000.8366,7048.3758,7061.841598226311,7062.074949392897,7519.257491220684,7615.323,Model 1,test
Comoros,COM,Sub-Saharan Africa ,2019,2020,1519.3467,1610.8333,1614.5669132653234,1614.1226377147689,1636.056739672931,1648.3912,Model 1,test
